operation_id,date_id,entity_id,bu_id,bu_name,kpi_id,geo_id,revenue,cost,quantity,duration_days,status,perf_score
OP0002706,20210815,ENT005,BU001,AeroMRO,KPI002,GEO005,84398.2,48695.36,4,6,Terminé,66.1
OP0002707,20210815,ENT004,BU001,AeroMRO,KPI006,GEO004,113042.37,67939.62,3,5,Terminé,62.7
OP0002708,20210815,ENT011,BU002,FinServ Risk,KPI007,GEO008,95555.52,37327.64,1,12,Terminé,86.3
OP0002709,20210815,ENT009,BU002,FinServ Risk,KPI010,GEO006,124490.24,63352.04,1,15,Terminé,77.9
OP0002710,20210815,ENT012,BU002,FinServ Risk,KPI012,GEO009,89312.28,44930.41,3,14,Terminé,75.7
OP0002711,20210815,ENT011,BU002,FinServ Risk,KPI007,GEO008,239227.92,103721.53,1,25,Terminé,84.1
OP0002712,20210815,ENT008,BU002,FinServ Risk,KPI009,GEO006,55513.37,21460.33,1,20,Terminé,78.0
OP0002713,20210815,ENT012,BU002,FinServ Risk,KPI012,GEO009,227363.61,104685.36,1,6,Terminé,76.1
OP0002714,20210815,ENT011,BU002,FinServ Risk,KPI009,GEO008,25130.83,9805.92,1,15,Terminé,77.9
OP0002715,20210815,ENT012,BU002,FinServ Risk,KPI011,GEO009,223966.29,78647.87,1,16,Terminé,71.2
OP0002716,20210815,ENT009,BU002,FinServ Risk,KPI012,GEO006,152470.15,50768.44,1,16,Terminé,82.4
OP0002717,20210815,ENT009,BU002,FinServ Risk,KPI007,GEO006,184363.38,75298.64,2,1,En cours,85.0
OP0002718,20210815,ENT019,BU003,MedOps,KPI018,GEO015,60221.1,57403.11,20,12,Terminé,13.8
OP0002719,20210815,ENT017,BU003,MedOps,KPI016,GEO013,41473.13,33086.62,13,12,Terminé,26.2
OP0002720,20210816,ENT003,BU001,AeroMRO,KPI006,GEO003,108306.63,80155.89,2,11,Terminé,40.6
OP0002721,20210816,ENT001,BU001,AeroMRO,KPI001,GEO001,118078.59,80795.55,3,8,Annulé,48.5
OP0002722,20210816,ENT002,BU001,AeroMRO,KPI002,GEO002,106054.63,65251.02,3,14,Terminé,67.6
OP0002723,20210816,ENT010,BU002,FinServ Risk,KPI012,GEO007,231956.01,118923.93,1,12,Terminé,57.6
OP0002724,20210816,ENT011,BU002,FinServ Risk,KPI012,GEO008,181520.28,64365.91,1,23,Terminé,81.7
OP0002725,20210816,ENT008,BU002,FinServ Risk,KPI012,GEO006,374825.11,161508.38,1,13,Annulé,68.5
OP0002726,20210816,ENT013,BU002,FinServ Risk,KPI008,GEO010,28499.76,10102.48,2,8,Terminé,90.1
OP0002727,20210816,ENT016,BU003,MedOps,KPI018,GEO011,46032.96,37069.78,19,1,Terminé,28.4
OP0002728,20210816,ENT019,BU003,MedOps,KPI014,GEO015,46249.55,33921.01,9,9,Terminé,35.1
OP0002729,20210817,ENT006,BU001,AeroMRO,KPI002,GEO002,75860.29,48341.52,3,6,Terminé,33.1
OP0002730,20210817,ENT005,BU001,AeroMRO,KPI006,GEO005,91326.37,64001.19,1,15,Terminé,35.5
OP0002731,20210817,ENT001,BU001,AeroMRO,KPI001,GEO001,76998.23,44911.0,1,12,Terminé,68.5
OP0002732,20210817,ENT004,BU001,AeroMRO,KPI004,GEO004,149237.81,101805.7,4,13,Terminé,40.6
OP0002733,20210817,ENT001,BU001,AeroMRO,KPI005,GEO001,60166.96,47597.88,1,5,En cours,40.8
OP0002734,20210817,ENT009,BU002,FinServ Risk,KPI010,GEO006,226334.39,65562.86,2,9,Terminé,99.0
OP0002735,20210817,ENT012,BU002,FinServ Risk,KPI011,GEO009,440077.75,258085.97,1,22,En cours,73.9
OP0002736,20210817,ENT012,BU002,FinServ Risk,KPI009,GEO009,243786.91,106897.77,1,24,Terminé,66.0
OP0002737,20210817,ENT013,BU002,FinServ Risk,KPI007,GEO010,176349.62,67078.25,1,4,Terminé,95.3
OP0002738,20210817,ENT010,BU002,FinServ Risk,KPI008,GEO007,245196.66,89324.43,1,9,Terminé,79.0
OP0002739,20210817,ENT013,BU002,FinServ Risk,KPI010,GEO010,84620.78,38124.28,1,23,Terminé,70.8
OP0002740,20210817,ENT009,BU002,FinServ Risk,KPI010,GEO006,255517.77,120760.43,1,1,Terminé,60.3
OP0002741,20210817,ENT013,BU002,FinServ Risk,KPI010,GEO010,117187.02,67425.45,1,17,Terminé,72.3
OP0002742,20210817,ENT010,BU002,FinServ Risk,KPI012,GEO007,196481.98,77004.46,1,14,Terminé,93.2
OP0002743,20210817,ENT016,BU003,MedOps,KPI014,GEO011,19818.96,13822.47,14,5,Terminé,55.5
OP0002744,20210817,ENT015,BU003,MedOps,KPI017,GEO012,11651.9,9026.0,6,4,Terminé,42.1
OP0002745,20210818,ENT007,BU001,AeroMRO,KPI002,GEO001,79088.45,58049.91,2,4,Terminé,50.8
OP0002746,20210818,ENT006,BU001,AeroMRO,KPI002,GEO002,112585.66,76404.36,4,14,Terminé,41.0
OP0002747,20210818,ENT010,BU002,FinServ Risk,KPI010,GEO007,297238.37,121742.03,1,15,Terminé,74.4
OP0002748,20210818,ENT012,BU002,FinServ Risk,KPI007,GEO009,140521.08,74393.67,1,28,Terminé,67.7
OP0002749,20210818,ENT008,BU002,FinServ Risk,KPI009,GEO006,93349.1,42362.32,1,3,Terminé,81.3
OP0002750,20210818,ENT010,BU002,FinServ Risk,KPI007,GEO007,79091.11,39545.2,1,11,Terminé,69.8
OP0002751,20210818,ENT009,BU002,FinServ Risk,KPI010,GEO006,46550.47,18882.85,1,16,Terminé,77.7
OP0002752,20210818,ENT014,BU003,MedOps,KPI013,GEO011,34648.66,27992.85,15,2,Terminé,14.4
OP0002753,20210819,ENT001,BU001,AeroMRO,KPI006,GEO001,109557.65,73202.32,1,11,En cours,45.9
OP0002754,20210819,ENT001,BU001,AeroMRO,KPI001,GEO001,78326.15,62920.44,3,5,Terminé,39.5
OP0002755,20210819,ENT001,BU001,AeroMRO,KPI004,GEO001,114702.54,80133.46,2,11,Terminé,41.8
OP0002756,20210819,ENT007,BU001,AeroMRO,KPI003,GEO001,61588.13,42405.37,3,9,Terminé,47.0
OP0002757,20210819,ENT003,BU001,AeroMRO,KPI005,GEO003,104868.44,63719.68,2,8,Terminé,51.9
OP0002758,20210819,ENT013,BU002,FinServ Risk,KPI009,GEO010,92838.03,36554.6,1,11,Terminé,72.1
OP0002759,20210819,ENT010,BU002,FinServ Risk,KPI012,GEO007,171107.47,61599.58,1,13,Terminé,100.0
OP0002760,20210819,ENT008,BU002,FinServ Risk,KPI009,GEO006,276301.92,102827.12,1,28,Terminé,69.2
OP0002761,20210819,ENT014,BU003,MedOps,KPI013,GEO011,46024.71,33571.04,7,15,En cours,46.0
OP0002762,20210819,ENT017,BU003,MedOps,KPI018,GEO013,47345.15,36206.94,7,5,Terminé,41.9
OP0002763,20210820,ENT001,BU001,AeroMRO,KPI005,GEO001,104221.35,60016.49,7,6,Annulé,57.2
OP0002764,20210820,ENT007,BU001,AeroMRO,KPI002,GEO001,116927.46,79262.91,1,7,Terminé,41.3
OP0002765,20210820,ENT006,BU001,AeroMRO,KPI006,GEO002,133713.58,98594.55,6,15,Terminé,42.0
OP0002766,20210820,ENT004,BU001,AeroMRO,KPI006,GEO004,107758.39,71548.18,2,5,Terminé,42.0
OP0002767,20210820,ENT006,BU001,AeroMRO,KPI003,GEO002,103680.2,65592.78,3,2,Terminé,55.4
OP0002768,20210820,ENT007,BU001,AeroMRO,KPI001,GEO001,107753.64,84102.56,2,14,Terminé,42.4
OP0002769,20210820,ENT006,BU001,AeroMRO,KPI004,GEO002,143030.19,108473.67,5,5,Terminé,36.5
OP0002770,20210820,ENT011,BU002,FinServ Risk,KPI012,GEO008,248141.18,102817.12,1,20,Terminé,84.1
OP0002771,20210820,ENT010,BU002,FinServ Risk,KPI010,GEO007,297668.1,127440.23,1,30,Annulé,78.8
OP0002772,20210820,ENT011,BU002,FinServ Risk,KPI012,GEO008,318561.93,124395.04,1,28,Terminé,94.8
OP0002773,20210820,ENT008,BU002,FinServ Risk,KPI012,GEO006,187760.87,95939.18,1,13,Terminé,67.0
OP0002774,20210820,ENT009,BU002,FinServ Risk,KPI012,GEO006,294754.72,107848.64,1,5,En cours,88.1
OP0002775,20210820,ENT012,BU002,FinServ Risk,KPI012,GEO009,96867.64,37477.62,1,17,Terminé,83.9
OP0002776,20210820,ENT011,BU002,FinServ Risk,KPI007,GEO008,278428.16,151274.64,1,10,En cours,65.7
OP0002777,20210820,ENT018,BU003,MedOps,KPI016,GEO014,55637.41,40920.49,12,6,En cours,39.8
OP0002778,20210820,ENT014,BU003,MedOps,KPI016,GEO011,0.0,0.0,13,18,Terminé,5.9
OP0002779,20210820,ENT015,BU003,MedOps,KPI014,GEO012,16430.45,11310.02,15,3,Terminé,63.2
OP0002780,20210820,ENT019,BU003,MedOps,KPI013,GEO015,54486.5,35737.47,16,6,Annulé,46.0
OP0002781,20210820,ENT016,BU003,MedOps,KPI016,GEO011,25015.99,17953.02,15,9,Terminé,51.6
OP0002782,20210820,ENT016,BU003,MedOps,KPI018,GEO011,32279.53,24026.47,14,16,Annulé,45.2
OP0002783,20210820,ENT019,BU003,MedOps,KPI013,GEO015,51393.39,33924.46,12,5,Annulé,42.2
OP0002784,20210820,ENT019,BU003,MedOps,KPI018,GEO015,32985.87,24217.16,11,16,Terminé,35.5
OP0002785,20210820,ENT019,BU003,MedOps,KPI015,GEO015,11440.65,6903.17,11,8,Annulé,54.1
OP0002786,20210821,ENT007,BU001,AeroMRO,KPI005,GEO001,103847.63,68125.94,1,3,Terminé,39.7
OP0002787,20210821,ENT004,BU001,AeroMRO,KPI006,GEO004,117498.72,94134.33,4,13,Terminé,36.5
OP0002788,20210821,ENT004,BU001,AeroMRO,KPI006,GEO004,101573.35,79324.7,7,12,En cours,31.6
OP0002789,20210821,ENT007,BU001,AeroMRO,KPI004,GEO001,62000.27,34354.89,5,14,Terminé,63.1
OP0002790,20210821,ENT003,BU001,AeroMRO,KPI001,GEO003,105664.84,60499.56,1,6,Terminé,58.9
OP0002791,20210821,ENT008,BU002,FinServ Risk,KPI009,GEO006,207593.74,61949.83,1,24,Terminé,97.8
OP0002792,20210821,ENT009,BU002,FinServ Risk,KPI012,GEO006,151683.67,65468.13,1,4,Terminé,85.1
OP0002793,20210821,ENT009,BU002,FinServ Risk,KPI009,GEO006,211165.26,87875.02,1,13,Terminé,71.4
OP0002794,20210821,ENT008,BU002,FinServ Risk,KPI009,GEO006,293390.56,192750.88,1,2,Terminé,51.5
OP0002795,20210821,ENT015,BU003,MedOps,KPI016,GEO012,37058.23,25918.61,12,14,Terminé,31.6
OP0002796,20210821,ENT016,BU003,MedOps,KPI018,GEO011,44863.57,36740.19,13,5,Terminé,24.0
OP0002797,20210821,ENT018,BU003,MedOps,KPI017,GEO014,40528.46,32630.08,8,8,Terminé,40.9
OP0002798,20210821,ENT014,BU003,MedOps,KPI017,GEO011,41617.76,30415.04,9,15,Terminé,40.9
OP0002799,20210821,ENT016,BU003,MedOps,KPI014,GEO011,19189.98,14742.1,14,16,Terminé,47.2
OP0002800,20210822,ENT002,BU001,AeroMRO,KPI005,GEO002,114681.62,80786.76,1,6,Terminé,48.0
OP0002801,20210822,ENT006,BU001,AeroMRO,KPI006,GEO002,75406.35,45582.98,1,2,Terminé,51.3
OP0002802,20210822,ENT003,BU001,AeroMRO,KPI005,GEO003,118667.79,82307.45,1,13,Terminé,42.1
OP0002803,20210822,ENT007,BU001,AeroMRO,KPI006,GEO001,111966.29,80824.93,3,11,Terminé,34.2
OP0002804,20210822,ENT007,BU001,AeroMRO,KPI002,GEO001,93749.48,77142.65,1,9,Terminé,34.3
OP0002805,20210822,ENT011,BU002,FinServ Risk,KPI007,GEO008,115383.6,33044.22,1,26,Terminé,100.0
OP0002806,20210822,ENT013,BU002,FinServ Risk,KPI008,GEO010,128470.38,50093.14,2,28,Terminé,77.2
OP0002807,20210822,ENT009,BU002,FinServ Risk,KPI012,GEO006,225514.21,63911.94,1,24,Terminé,94.3
OP0002808,20210822,ENT009,BU002,FinServ Risk,KPI010,GEO006,272729.58,94636.29,1,24,Terminé,90.5
OP0002809,20210822,ENT013,BU002,FinServ Risk,KPI008,GEO010,210630.92,71014.67,1,1,Terminé,98.2
OP0002810,20210822,ENT016,BU003,MedOps,KPI016,GEO011,25987.0,22041.67,14,16,En retard,35.3
OP0002811,20210822,ENT017,BU003,MedOps,KPI016,GEO013,25686.24,20747.19,15,3,Terminé,37.2
OP0002812,20210822,ENT016,BU003,MedOps,KPI015,GEO011,29510.86,22469.05,2,7,Terminé,52.7
OP0002813,20210823,ENT005,BU001,AeroMRO,KPI004,GEO005,86342.67,53737.36,3,3,Terminé,48.6
OP0002814,20210823,ENT012,BU002,FinServ Risk,KPI007,GEO009,212801.82,93657.0,1,28,Annulé,73.8
OP0002815,20210823,ENT010,BU002,FinServ Risk,KPI010,GEO007,49710.39,24711.51,1,21,Terminé,68.7
OP0002816,20210823,ENT009,BU002,FinServ Risk,KPI010,GEO006,93208.72,46557.31,1,23,Terminé,67.2
OP0002817,20210823,ENT009,BU002,FinServ Risk,KPI008,GEO006,231294.73,69541.27,1,7,Terminé,85.5
OP0002818,20210823,ENT015,BU003,MedOps,KPI018,GEO012,19147.11,14125.57,7,1,Terminé,47.1
OP0002819,20210823,ENT018,BU003,MedOps,KPI013,GEO014,26648.16,17970.29,5,5,Terminé,54.7
OP0002820,20210823,ENT017,BU003,MedOps,KPI018,GEO013,0.0,0.0,19,6,Annulé,7.2
OP0002821,20210823,ENT014,BU003,MedOps,KPI015,GEO011,44496.8,34704.16,11,16,Terminé,23.1
OP0002822,20210823,ENT014,BU003,MedOps,KPI013,GEO011,13861.95,9093.57,14,17,Terminé,56.6
OP0002823,20210824,ENT005,BU001,AeroMRO,KPI004,GEO005,86760.27,67524.07,4,4,Terminé,37.2
OP0002824,20210824,ENT004,BU001,AeroMRO,KPI002,GEO004,91623.4,57721.45,3,2,Terminé,50.6
OP0002825,20210824,ENT004,BU001,AeroMRO,KPI004,GEO004,104674.64,59250.17,1,6,Terminé,61.2
OP0002826,20210824,ENT002,BU001,AeroMRO,KPI006,GEO002,121356.24,75806.46,1,13,Terminé,58.6
OP0002827,20210824,ENT006,BU001,AeroMRO,KPI006,GEO002,100718.87,58082.42,1,12,Terminé,55.6
OP0002828,20210824,ENT011,BU002,FinServ Risk,KPI012,GEO008,296526.79,127902.79,1,13,Terminé,88.1
OP0002829,20210824,ENT013,BU002,FinServ Risk,KPI010,GEO010,203910.55,88147.99,1,12,Terminé,81.0
OP0002830,20210824,ENT008,BU002,FinServ Risk,KPI007,GEO006,121222.71,53933.85,1,4,Terminé,85.3
OP0002831,20210824,ENT013,BU002,FinServ Risk,KPI011,GEO010,129919.53,53013.96,1,8,Terminé,79.1
OP0002832,20210824,ENT012,BU002,FinServ Risk,KPI011,GEO009,174277.91,67525.98,1,16,Terminé,88.9
OP0002833,20210824,ENT019,BU003,MedOps,KPI013,GEO015,44591.65,34032.48,11,19,Terminé,36.4
OP0002834,20210824,ENT017,BU003,MedOps,KPI018,GEO013,51257.94,36683.17,14,14,Terminé,41.3
OP0002835,20210824,ENT015,BU003,MedOps,KPI013,GEO012,62852.35,50405.08,18,11,Terminé,29.1
OP0002836,20210824,ENT018,BU003,MedOps,KPI014,GEO014,49622.04,36130.78,12,13,En cours,55.7
OP0002837,20210825,ENT001,BU001,AeroMRO,KPI004,GEO001,76101.36,58410.32,5,10,En cours,53.1
OP0002838,20210825,ENT007,BU001,AeroMRO,KPI005,GEO001,70235.46,44098.74,5,9,Terminé,39.6
OP0002839,20210825,ENT007,BU001,AeroMRO,KPI005,GEO001,69870.82,45465.05,3,10,Terminé,64.7
OP0002840,20210825,ENT007,BU001,AeroMRO,KPI006,GEO001,98294.68,63253.18,3,3,Terminé,56.5
OP0002841,20210825,ENT002,BU001,AeroMRO,KPI006,GEO002,110824.8,74177.34,1,3,Terminé,42.3
OP0002842,20210825,ENT012,BU002,FinServ Risk,KPI012,GEO009,187020.67,71944.95,1,6,Terminé,82.3
OP0002843,20210825,ENT011,BU002,FinServ Risk,KPI009,GEO008,64052.56,27832.0,1,4,Terminé,79.2
OP0002844,20210825,ENT012,BU002,FinServ Risk,KPI008,GEO009,285930.87,113662.71,1,21,Terminé,81.3
OP0002845,20210825,ENT012,BU002,FinServ Risk,KPI009,GEO009,109442.31,51170.93,1,28,Terminé,87.6
OP0002846,20210825,ENT008,BU002,FinServ Risk,KPI007,GEO006,269039.17,109701.68,1,17,Terminé,77.9
OP0002847,20210825,ENT018,BU003,MedOps,KPI014,GEO014,45246.84,38473.8,15,14,En retard,35.3
OP0002848,20210826,ENT006,BU001,AeroMRO,KPI001,GEO002,113016.26,75481.66,1,5,Terminé,52.3
OP0002849,20210826,ENT005,BU001,AeroMRO,KPI003,GEO005,113028.73,81781.86,3,12,Terminé,41.0
OP0002850,20210826,ENT002,BU001,AeroMRO,KPI005,GEO002,121880.04,83359.96,2,9,Terminé,46.5
OP0002851,20210826,ENT005,BU001,AeroMRO,KPI003,GEO005,67080.62,44881.33,4,11,Terminé,52.4
OP0002852,20210826,ENT002,BU001,AeroMRO,KPI006,GEO002,132413.28,87951.75,3,3,Terminé,56.6
OP0002853,20210826,ENT001,BU001,AeroMRO,KPI002,GEO001,148857.14,102515.82,1,2,Terminé,54.1
OP0002854,20210826,ENT003,BU001,AeroMRO,KPI002,GEO003,139314.55,92037.75,4,4,Terminé,60.6
OP0002855,20210826,ENT009,BU002,FinServ Risk,KPI011,GEO006,212688.04,104782.42,1,12,Terminé,67.8
OP0002856,20210826,ENT013,BU002,FinServ Risk,KPI011,GEO010,220430.37,107747.87,1,14,Terminé,64.7
OP0002857,20210826,ENT010,BU002,FinServ Risk,KPI009,GEO007,161487.52,80069.66,1,13,Terminé,53.8
OP0002858,20210826,ENT015,BU003,MedOps,KPI016,GEO012,51629.98,43542.5,13,15,Terminé,37.5
OP0002859,20210826,ENT016,BU003,MedOps,KPI018,GEO011,25311.72,18715.09,6,14,Annulé,50.9
OP0002860,20210826,ENT015,BU003,MedOps,KPI017,GEO012,63239.19,45886.24,1,7,Terminé,35.3
OP0002861,20210826,ENT019,BU003,MedOps,KPI015,GEO015,23997.42,15770.28,6,7,Terminé,52.8
OP0002862,20210826,ENT018,BU003,MedOps,KPI018,GEO014,43645.84,26427.23,9,17,Terminé,57.6
OP0002863,20210826,ENT017,BU003,MedOps,KPI014,GEO013,17748.49,13604.8,11,11,En retard,34.4
OP0002864,20210827,ENT004,BU001,AeroMRO,KPI004,GEO004,102441.99,62044.87,1,2,En retard,58.4
OP0002865,20210827,ENT002,BU001,AeroMRO,KPI001,GEO002,98741.82,62011.82,3,6,Terminé,58.0
OP0002866,20210827,ENT001,BU001,AeroMRO,KPI006,GEO001,106796.57,73925.81,1,10,Terminé,57.3
OP0002867,20210827,ENT010,BU002,FinServ Risk,KPI012,GEO007,186795.16,39344.84,2,3,Terminé,99.0
OP0002868,20210827,ENT010,BU002,FinServ Risk,KPI009,GEO007,202285.05,81302.71,1,5,En cours,73.2
OP0002869,20210827,ENT009,BU002,FinServ Risk,KPI009,GEO006,101193.37,51290.24,1,1,Terminé,65.0
OP0002870,20210827,ENT009,BU002,FinServ Risk,KPI010,GEO006,101231.29,52204.17,2,4,Terminé,77.6
OP0002871,20210827,ENT008,BU002,FinServ Risk,KPI008,GEO006,215394.99,95460.13,1,17,Terminé,74.9
OP0002872,20210827,ENT010,BU002,FinServ Risk,KPI011,GEO007,121291.18,33228.82,2,27,Terminé,91.6
OP0002873,20210827,ENT014,BU003,MedOps,KPI017,GEO011,49175.08,33092.34,10,12,Terminé,52.6
OP0002874,20210827,ENT016,BU003,MedOps,KPI017,GEO011,56435.49,37749.71,15,9,Terminé,46.9
OP0002875,20210827,ENT014,BU003,MedOps,KPI014,GEO011,23645.51,16214.66,8,11,Annulé,51.7
OP0002876,20210827,ENT017,BU003,MedOps,KPI014,GEO013,30333.43,24266.64,6,12,En cours,39.6
OP0002877,20210827,ENT019,BU003,MedOps,KPI017,GEO015,40256.9,25943.73,19,18,Terminé,55.4
OP0002878,20210827,ENT017,BU003,MedOps,KPI016,GEO013,45231.46,37584.16,16,19,Terminé,29.3
OP0002879,20210827,ENT014,BU003,MedOps,KPI018,GEO011,44627.4,27816.12,13,17,Terminé,69.1
OP0002880,20210827,ENT019,BU003,MedOps,KPI014,GEO015,23319.34,18983.85,20,5,Terminé,37.8
OP0002881,20210828,ENT006,BU001,AeroMRO,KPI003,GEO002,107922.67,69578.91,5,2,Annulé,43.7
OP0002882,20210828,ENT006,BU001,AeroMRO,KPI003,GEO002,107232.51,74501.61,2,13,Terminé,36.3
OP0002883,20210828,ENT013,BU002,FinServ Risk,KPI011,GEO010,107685.69,55034.12,1,14,Terminé,64.2
OP0002884,20210828,ENT009,BU002,FinServ Risk,KPI010,GEO006,107321.93,40650.17,1,12,Terminé,77.8
OP0002885,20210828,ENT012,BU002,FinServ Risk,KPI009,GEO009,36658.87,18740.05,1,9,Annulé,58.5
OP0002886,20210828,ENT012,BU002,FinServ Risk,KPI012,GEO009,186904.9,65009.44,1,29,Annulé,85.5
OP0002887,20210828,ENT009,BU002,FinServ Risk,KPI009,GEO006,141773.26,82261.92,1,21,En cours,53.9
OP0002888,20210828,ENT016,BU003,MedOps,KPI016,GEO011,34905.42,27882.96,15,11,En cours,43.2
OP0002889,20210828,ENT019,BU003,MedOps,KPI013,GEO015,20440.48,15374.46,6,3,Terminé,43.1
OP0002890,20210828,ENT014,BU003,MedOps,KPI014,GEO011,60813.83,40517.21,15,19,Terminé,58.4
OP0002891,20210828,ENT019,BU003,MedOps,KPI015,GEO015,20359.08,15891.14,10,18,Annulé,35.4
OP0002892,20210829,ENT007,BU001,AeroMRO,KPI001,GEO001,125110.6,84481.12,1,8,Terminé,49.5
OP0002893,20210829,ENT006,BU001,AeroMRO,KPI002,GEO002,59557.33,37579.86,5,9,Terminé,53.1
OP0002894,20210829,ENT006,BU001,AeroMRO,KPI006,GEO002,92439.32,63818.09,4,10,Terminé,57.8
OP0002895,20210829,ENT011,BU002,FinServ Risk,KPI007,GEO008,180563.33,107122.88,1,20,Terminé,72.9
OP0002896,20210829,ENT013,BU002,FinServ Risk,KPI007,GEO010,104557.56,32288.65,1,23,Terminé,100.0
OP0002897,20210829,ENT012,BU002,FinServ Risk,KPI012,GEO009,137841.65,51094.74,2,12,Terminé,91.2
OP0002898,20210829,ENT019,BU003,MedOps,KPI018,GEO015,49942.85,39875.77,1,17,Terminé,34.3
OP0002899,20210829,ENT014,BU003,MedOps,KPI017,GEO011,4066.98,2707.16,9,15,Annulé,40.0
OP0002900,20210829,ENT019,BU003,MedOps,KPI017,GEO015,67022.41,54320.6,18,8,Terminé,31.6
OP0002901,20210830,ENT003,BU001,AeroMRO,KPI002,GEO003,107220.8,75309.55,1,10,Terminé,48.6
OP0002902,20210830,ENT001,BU001,AeroMRO,KPI004,GEO001,77566.61,52809.66,1,9,Terminé,58.9
OP0002903,20210830,ENT003,BU001,AeroMRO,KPI001,GEO003,95775.56,61141.76,1,7,Annulé,43.5
OP0002904,20210830,ENT002,BU001,AeroMRO,KPI005,GEO002,110728.2,81964.13,4,15,Terminé,52.3
OP0002905,20210830,ENT001,BU001,AeroMRO,KPI003,GEO001,136963.61,101007.32,1,6,Terminé,42.9
OP0002906,20210830,ENT003,BU001,AeroMRO,KPI002,GEO003,56860.69,40840.47,3,2,Terminé,56.6
OP0002907,20210830,ENT005,BU001,AeroMRO,KPI004,GEO005,87132.81,61945.41,1,5,Annulé,43.8
OP0002908,20210830,ENT013,BU002,FinServ Risk,KPI011,GEO010,202110.48,106892.8,1,27,En cours,68.2
OP0002909,20210830,ENT011,BU002,FinServ Risk,KPI011,GEO008,270631.6,80227.01,1,28,Terminé,94.3
OP0002910,20210830,ENT010,BU002,FinServ Risk,KPI007,GEO007,221284.6,84380.53,1,20,Terminé,85.4
OP0002911,20210830,ENT010,BU002,FinServ Risk,KPI009,GEO007,307935.31,150541.2,1,4,Terminé,60.6
OP0002912,20210830,ENT019,BU003,MedOps,KPI014,GEO015,53568.17,34124.36,19,13,Terminé,51.5
OP0002913,20210830,ENT014,BU003,MedOps,KPI016,GEO011,16521.25,12104.88,8,16,Terminé,45.6
OP0002914,20210830,ENT018,BU003,MedOps,KPI017,GEO014,24028.01,14805.7,10,5,Terminé,45.2
OP0002915,20210831,ENT004,BU001,AeroMRO,KPI001,GEO004,97750.83,67939.35,4,4,Terminé,37.3
OP0002916,20210831,ENT003,BU001,AeroMRO,KPI002,GEO003,100712.05,48364.92,3,9,Terminé,70.0
OP0002917,20210831,ENT003,BU001,AeroMRO,KPI003,GEO003,82331.0,57544.69,5,8,En cours,42.3
OP0002918,20210831,ENT012,BU002,FinServ Risk,KPI009,GEO009,273792.17,116354.65,1,4,En retard,64.6
OP0002919,20210831,ENT013,BU002,FinServ Risk,KPI010,GEO010,188966.86,92403.14,1,6,Terminé,74.9
OP0002920,20210831,ENT013,BU002,FinServ Risk,KPI010,GEO010,282427.48,161274.2,1,1,Terminé,65.5
OP0002921,20210831,ENT019,BU003,MedOps,KPI014,GEO015,29921.91,25607.68,23,4,Terminé,28.3
OP0002922,20210831,ENT014,BU003,MedOps,KPI014,GEO011,48721.26,36688.29,6,13,Terminé,51.5
OP0002923,20210831,ENT016,BU003,MedOps,KPI013,GEO011,24418.09,20938.2,18,6,Terminé,32.0
OP0002924,20210901,ENT004,BU001,AeroMRO,KPI006,GEO004,56214.6,45796.97,2,6,Terminé,41.3
OP0002925,20210901,ENT004,BU001,AeroMRO,KPI005,GEO004,78674.89,60760.3,1,9,En cours,27.8
OP0002926,20210901,ENT006,BU001,AeroMRO,KPI002,GEO002,89329.87,57894.11,4,7,Terminé,51.8
OP0002927,20210901,ENT011,BU002,FinServ Risk,KPI011,GEO008,383595.1,168019.9,1,24,Annulé,73.3
OP0002928,20210901,ENT011,BU002,FinServ Risk,KPI008,GEO008,227749.28,129277.77,2,4,Annulé,54.5
OP0002929,20210901,ENT008,BU002,FinServ Risk,KPI008,GEO006,413468.46,172626.05,2,5,Terminé,70.7
OP0002930,20210901,ENT014,BU003,MedOps,KPI018,GEO011,0.0,0.0,13,8,Terminé,2.6
OP0002931,20210901,ENT016,BU003,MedOps,KPI016,GEO011,49539.36,37811.08,15,20,Terminé,48.1
OP0002932,20210901,ENT017,BU003,MedOps,KPI016,GEO013,38401.18,26435.81,16,10,Terminé,53.8
OP0002933,20210902,ENT001,BU001,AeroMRO,KPI004,GEO001,101861.83,65141.02,3,5,Terminé,46.6
OP0002934,20210902,ENT006,BU001,AeroMRO,KPI005,GEO002,85495.15,67836.17,2,4,Terminé,28.4
OP0002935,20210902,ENT007,BU001,AeroMRO,KPI001,GEO001,116913.58,72128.37,1,15,Terminé,60.6
OP0002936,20210902,ENT013,BU002,FinServ Risk,KPI008,GEO010,167396.67,53006.58,1,22,En cours,98.6
OP0002937,20210902,ENT009,BU002,FinServ Risk,KPI010,GEO006,145915.8,46904.83,1,23,Terminé,92.3
OP0002938,20210902,ENT008,BU002,FinServ Risk,KPI012,GEO006,109441.81,55839.93,2,24,Terminé,72.2
OP0002939,20210902,ENT009,BU002,FinServ Risk,KPI008,GEO006,284778.86,120945.7,1,28,Terminé,68.6
OP0002940,20210902,ENT019,BU003,MedOps,KPI014,GEO015,66593.45,56403.36,8,8,Terminé,5.8
OP0002941,20210902,ENT017,BU003,MedOps,KPI013,GEO013,39559.65,28873.04,10,9,En retard,46.6
OP0002942,20210902,ENT015,BU003,MedOps,KPI016,GEO012,55893.19,45794.46,14,1,Terminé,17.3
